secao,chave,canal,marca,alvo_proposto,ofertas_afetadas,composicao_empirica,componentes,unidades,pedidos_de_evidencia,ultima_evidencia,evidencia,alerta,responsavel,estado,decidido_em,observacao
chave_de_canal,KIT063,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT064,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT065,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT066,shopee|tiktok,barbours,,2,sim,3,3.0,143,2026-09-24 14:50:02,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT067,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT068,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT069,shopee|tiktok,barbours,,2,sim,5,5.0,11,2026-09-22 11:45:20,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT070,shopee|tiktok,barbours,,2,sim,5,5.0,540,2026-09-24 22:16:02,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT071,shopee|tiktok,barbours,,2,sim,5,5.0,15,2026-09-21 07:04:54,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT072,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT073,shopee|tiktok,barbours,,2,sim,5,5.0,60,2026-09-21 16:42:00,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT074,shopee|tiktok,barbours,,2,sim,2,2.0,148,2026-09-24 18:48:49,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT075,shopee|tiktok,barbours,,2,sim,2,2.0,7,2026-09-18 06:49:09,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT076,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT077,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT078,shopee|tiktok,barbours,,2,sim,4,4.0,2,2026-09-22 10:52:27,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT079,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT080,shopee|tiktok,barbours,,2,sim,5,5.0,5,2026-09-14 12:27:45,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT081,shopee|tiktok,barbours,,2,sim,6,6.0,3,2026-09-22 21:27:59,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT082,tiktok,barbours,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT083,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT084,shopee|tiktok,barbours,,2,sim,2,2.0,45,2026-09-21 06:51:01,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT085,shopee|tiktok,barbours,,2,sim,3,3.0,4,2026-09-14 12:09:06,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT086,tiktok,barbours,,1,sim,2,2.0,38,2026-09-24 20:55:48,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT087,tiktok,barbours,,1,sim,4,4.0,7,2026-09-23 21:08:47,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT088,tiktok,barbours,,1,sim,5,5.0,49,2026-09-24 22:32:53,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT089,tiktok,barbours,,1,sim,2,2.0,8,2026-09-21 07:03:34,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT090,shopee|tiktok,barbours,,2,sim,2,2.0,45,2026-09-24 16:24:37,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT091,shopee|tiktok,barbours,,2,sim,2,2.0,39,2026-09-23 12:54:18,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT092,shopee|tiktok,barbours,,2,sim,2,2.0,53,2026-09-24 16:03:14,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT093,shopee|tiktok,barbours,,2,sim,2,2.0,3,2026-09-14 12:24:17,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT094,shopee|tiktok,barbours,,2,sim,5,5.0,28,2026-09-24 16:55:25,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT095,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT096,shopee|tiktok,barbours,,2,sim,2,2.0,94,2026-09-24 14:18:59,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT097,shopee|tiktok,barbours,,2,sim,3,3.0,6,2026-09-21 16:31:40,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT098,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT099,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT100,shopee|tiktok,barbours,,2,sim,2,2.0,5,2026-09-24 13:40:42,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT101,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT102,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT103,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT104,shopee|tiktok,barbours,,3,sim,3,3.0,2,2026-07-14 06:21:33,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT105,shopee|tiktok,barbours,,2,sim,2,2.0,3,2026-07-17 12:58:46,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT106,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT107,shopee|tiktok,barbours,,2,sim,3,3.0,7,2026-08-12 16:07:34,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT108,shopee|tiktok,barbours,,3,sim,3,3.0,3,2026-09-04 16:34:08,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT109,shopee|tiktok,barbours,,3,sim,3,3.0,1,2026-08-11 12:38:14,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT110,shopee|tiktok,barbours,,3,sim,3,3.0,5,2026-09-04 16:26:19,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT111,shopee|tiktok,barbours,,3,sim,2,2.0,116,2026-09-20 17:32:59,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT112,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT113,shopee|tiktok,barbours,,3,sim,3,3.0,39,2026-07-30 10:49:01,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT114,shopee|tiktok,barbours,,2,sim,3,3.0,33,2026-09-08 01:46:40,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT115,shopee|tiktok,barbours,,2,sim,3,3.0,11,2026-07-23 19:23:37,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT116,shopee|tiktok,barbours,,3,sim,2,2.0,23,2026-06-29 19:51:45,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT117,shopee|tiktok,barbours,,4,sim,2,2.0,175,2026-09-24 20:33:44,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT118,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT119,shopee|tiktok,barbours,,2,sim,2,2.0,231,2026-09-03 20:10:35,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT120,shopee|tiktok,barbours,,2,sim,3,3.0,1,2026-08-20 09:25:32,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT121,shopee|tiktok,barbours,,2,sim,3,3.0,6,2026-08-16 17:28:59,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT122,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT123,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT124,shopee|tiktok,barbours,,2,sim,3,3.0,46,2026-09-22 15:49:08,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT125,shopee|tiktok,barbours,,2,sim,3,3.0,6,2026-09-11 11:49:12,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT126,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT127,shopee|tiktok,barbours,,2,sim,2,2.0,33,2026-09-18 18:07:32,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT128,shopee|tiktok,barbours,,2,sim,3,3.0,7,2026-09-09 20:03:14,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT129,shopee|tiktok,barbours,,3,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT130,shopee|tiktok,barbours,,3,sim,2,2.0,6,2026-08-11 16:01:40,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT131,shopee|tiktok,barbours,,2,sim,2,2.0,3,2026-08-12 15:49:26,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT132,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT133,shopee|tiktok,barbours,,2,sim,2,2.0,4,2026-08-20 21:29:10,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT134,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT135,shopee|tiktok,barbours,,3,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT136,shopee|tiktok,barbours,,3,sim,2,2.0,10,2026-07-10 14:55:55,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT137,tiktok,barbours,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT138,shopee|tiktok,barbours,,2,sim,2,2.0,1,2026-09-24 14:30:41,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT139,shopee|tiktok,barbours,,3,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT140,shopee|tiktok,barbours,,3,sim,4,4.0,1,2026-09-04 08:59:15,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT141,shopee|tiktok,barbours,,2,sim,4,4.0,1,2026-09-04 16:45:44,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT142,shopee|tiktok,barbours,,2,sim,2,2.0,154,2026-09-24 20:39:06,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT143,shopee|tiktok,barbours,,3,sim,2,2.0,48,2026-09-24 05:20:11,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT144,shopee|tiktok,barbours,,2,sim,4,4.0,2,2026-08-18 23:45:57,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT145,shopee|tiktok,barbours,,2,sim,3,3.0,22,2026-07-22 00:16:15,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT146,shopee|tiktok,barbours,,3,sim,6,6.0,154,2026-09-24 10:32:10,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT147,shopee|tiktok,barbours,,2,sim,4,4.0,15,2026-09-24 14:02:45,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT148,shopee|tiktok,barbours,,2,sim,2,2.0,10,2026-09-04 18:03:01,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT149,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT150,shopee|tiktok,barbours,,2,sim,6,6.0,266,2026-09-24 21:43:25,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT151,shopee|tiktok,barbours,,3,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT152,shopee|tiktok,barbours,,2,sim,6,6.0,2,2026-08-12 15:00:43,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT153,shopee|tiktok,barbours,,2,sim,6,6.0,5,2026-09-09 12:04:36,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT154,shopee|tiktok,barbours,,2,sim,6,6.0,25,2026-09-14 12:58:21,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT155,shopee|tiktok,barbours,,3,sim,3,3.0,7,2026-09-09 21:39:45,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT156,shopee|tiktok,barbours,,2,sim,2,2.0,2,2026-09-12 12:40:14,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT157,shopee|tiktok,barbours,,2,sim,2,2.0,3,2026-09-04 14:28:17,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT158,shopee|tiktok,barbours,,2,sim,2,2.0,4,2026-09-09 21:25:20,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT159,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT160,shopee|tiktok,barbours,,2,sim,2,2.0,16,2026-09-23 22:52:30,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT161,shopee|tiktok,barbours,,2,sim,2,2.0,2,2026-08-11 22:53:35,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT162,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT163,shopee|tiktok,barbours,,3,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT164,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT165,shopee|tiktok,barbours,,2,sim,4,4.0,3,2026-09-24 23:46:55,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,KIT166,shopee|tiktok,barbours,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DENAPAUSA02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DENAPAUSA03,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVCOL02-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVCOL03,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVCOQ003,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVCOQCHLO,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVLM02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVLM03,tiktok,denavita,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVLM05,tiktok,denavita,,2,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVLMCOL,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVLMCOQ,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVLMTONS,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVMAG02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVMAG03,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVMAI2,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVMAI3,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVMEL02-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVNAC2,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVNAC3,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVOME003,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVQUI02-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVQUILM,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVQUITO03-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVSPI003,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVTONS03-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVTRANS002-11,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVTRANS03-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVTRI2,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,DVTRI3,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,JEJOOM02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KCOL02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KDIG02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KDIG03-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KDIG05,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KGVM02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KGVM03,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KGVM05,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT2COENZIMA3X1DENAVITA-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT2LARANJAMORODENAVITAA,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT2OMEGA33X1DENAVITA-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KIT2SPIRULINA2X1DENAVITA-1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KITFJ1,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KJEJ02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KJEJ03,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KLMSPI,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KLMVIN,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KMEL03,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,KTON02,tiktok,denavita,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40001,tiktok,kokeshi,,2,sim,5,5.0,1,2025-11-25 13:32:53,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40003,tiktok,kokeshi,,1,sim,3,3.0,3,2025-11-29 18:34:49,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40007,tiktok,kokeshi,,1,sim,3,3.0,2,2025-11-20 10:10:24,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40008,tiktok,kokeshi,,1,sim,3,3.0,8,2025-11-27 22:46:43,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40011,tiktok,kokeshi,,1,sim,2,2.0,31,2025-11-29 04:38:03,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40013,tiktok,kokeshi,,1,sim,8,8.0,62,2025-11-30 22:31:39,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40014,tiktok,kokeshi,,1,sim,3,3.0,2,2025-11-23 22:08:42,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40016,tiktok,kokeshi,,1,sim,3,3.0,757,2025-11-30 23:36:23,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40017,tiktok,kokeshi,,1,sim,3,3.0,3,2025-11-20 09:10:26,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40020,tiktok,kokeshi,,1,sim,5,5.0,4,2025-11-27 17:07:32,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40021,tiktok,kokeshi,,1,sim,2,2.0,3,2025-11-29 18:22:17,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40022,tiktok,kokeshi,,1,sim,2,4.0,350,2025-11-30 23:31:00,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40024,tiktok,kokeshi,,1,sim,3,3.0,11,2025-11-26 22:51:41,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40026,tiktok,kokeshi,,1,sim,4,4.0,1,2025-11-14 21:08:38,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40030,tiktok,kokeshi,,1,nao,,,,,nenhuma,sem composicao: exige a BOM do fornecedor ou do Protheus,,PENDENTE,,
chave_de_canal,40046,tiktok,kokeshi,,1,sim,2,2.0,37,2025-11-30 22:35:54,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40047,tiktok,kokeshi,,1,sim,3,3.0,47,2025-11-30 21:34:55,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
chave_de_canal,40048,tiktok,kokeshi,,1,sim,2,2.0,5,2025-11-27 21:03:14,composicao reconstruida de NF (KITS-MAP-1),,,PENDENTE,,
